NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
3,16,12,1.65,1,,,2
3,16,12,1.64,1,,,2
3,16,12,1.59,1,,,2
3,16,12,1.69,1,,,2
3,16,12,1.58,1,,,2
3,16,12,1.61,1,,,2
3,16,12,1.65,1,,,2
3,16,12,1.63,1,,,2
3,16,12,1.62,1,,,2
3,16,12,1.6,1,,,2
3,16,12,1.68,1,,,2
3,16,12,1.65,1,,,2
3,16,12,1.58,1,,,2
3,16,12,1.65,1,,,2
3,16,12,1.67,1,,,2
3,16,12,1.61,1,,,2
3,16,12,1.7,1,,,2
3,16,12,1.65,1,,,2
3,16,12,1.59,1,,,2
3,16,12,1.6,1,,,2
3,16,12,1.64,1,,,2
3,16,12,1.62,1,,,2
3,16,12,1.67,1,,,2
3,16,12,1.64,1,,,2
3,16,12,1.63,1,,,2
3,16,12,1.62,1,,,2
3,16,12,1.66,1,,,2
3,16,12,1.59,1,,,2
3,16,12,1.7,1,,,2
3,16,12,1.65,1,,,2
