NoAffS,VL,VC,Time,Result
31,3414,9656,30.35,0
25,2439,7030,30.39,0
25,2439,7030,30.38,0
22,3414,9656,30.35,0
37,3414,9656,30.38,0
31,3414,9656,30.38,0
23,3414,9656,30.38,0
37,3414,9656,30.37,0
25,2439,7030,30.41,0
31,3414,9656,30.35,0
22,2439,7030,30.36,0
22,3414,9656,30.36,0
37,3414,9656,30.36,0
22,3414,9656,30.37,0
22,2439,7030,30.34,0
22,2439,7030,30.36,0
31,3414,9656,30.34,0
22,3414,9656,30.37,0
23,3414,9656,30.34,0
23,3414,9656,30.34,0
22,3414,9656,30.36,0
25,2439,7030,30.37,0
37,3414,9656,30.36,0
25,2439,7030,30.33,0
31,3414,9656,30.35,0
23,3414,9656,30.37,0
25,2439,7030,30.37,0
37,3414,9656,30.35,0
31,3414,9656,30.35,0
22,2439,7030,30.36,0
