NoAffS,VL,VC,Time,Result
39,3414,9656,30.38,0
23,3414,9656,30.36,0
23,3414,9656,30.39,0
19,2439,7030,30.37,0
23,3414,9656,30.36,0
23,3414,9656,30.37,0
23,3414,9656,30.37,0
19,2439,7030,30.39,0
22,2439,7030,30.43,0
22,2439,7030,30.39,0
22,2439,7030,30.38,0
23,3414,9656,30.37,0
23,3414,9656,30.35,0
23,3414,9656,30.36,0
22,2439,7030,30.39,0
23,3414,9656,30.34,0
23,3414,9656,30.34,0
23,3414,9656,30.38,0
23,3414,9656,30.35,0
23,3414,9656,30.38,0
23,3414,9656,30.35,0
23,3414,9656,30.37,0
19,2439,7030,30.35,0
23,3414,9656,30.36,0
39,3414,9656,30.35,0
23,3414,9656,30.35,0
39,3414,9656,30.36,0
23,3414,9656,30.37,0
39,3414,9656,30.37,0
22,2439,7030,30.41,0
