NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
1,13,2,1.72,1,,,1
1,13,2,1.7,1,,,1
1,13,2,1.67,1,,,1
1,13,2,1.69,1,,,1
1,13,2,1.67,1,,,1
1,13,2,1.65,1,,,1
1,13,2,1.79,1,,,1
1,13,2,1.73,1,,,1
1,13,2,1.72,1,,,1
1,13,2,1.69,1,,,1
1,13,2,1.67,1,,,1
1,13,2,1.64,1,,,1
1,13,2,1.75,1,,,1
1,13,2,1.65,1,,,1
1,13,2,1.73,1,,,1
1,13,2,1.64,1,,,1
1,13,2,1.71,1,,,1
1,13,2,1.72,1,,,1
1,13,2,1.66,1,,,1
1,13,2,1.66,1,,,1
1,13,2,1.64,1,,,1
1,13,2,1.78,1,,,1
1,13,2,1.7,1,,,1
1,13,2,1.8,1,,,1
1,13,2,1.7,1,,,1
1,13,2,1.78,1,,,1
1,13,2,1.83,1,,,1
1,13,2,1.75,1,,,1
1,13,2,1.67,1,,,1
1,13,2,1.66,1,,,1
