NoAffS,VL,VC,Time,Result
2,438,1900,4.93,1
2,438,1900,5.03,1
2,438,1900,5.0,1
2,438,1900,4.95,1
2,438,1900,5.0,1
2,438,1900,4.96,1
2,438,1900,4.93,1
2,438,1900,4.97,1
2,438,1900,4.98,1
2,438,1900,5.06,1
2,438,1900,4.98,1
2,438,1900,4.88,1
2,438,1900,4.98,1
2,438,1900,4.94,1
2,438,1900,4.88,1
2,438,1900,4.95,1
2,438,1900,4.94,1
2,438,1900,5.01,1
2,438,1900,4.95,1
2,438,1900,5.0,1
2,438,1900,5.01,1
2,438,1900,5.0,1
2,438,1900,4.98,1
2,438,1900,5.0,1
2,438,1900,5.0,1
2,438,1900,4.96,1
2,438,1900,4.93,1
2,438,1900,4.98,1
2,438,1900,5.04,1
2,438,1900,4.89,1
