NoAffS,VL,VC,Time,Result
15,438,1900,30.37,0
15,438,1900,30.36,0
15,438,1900,30.38,0
15,438,1900,30.41,0
15,438,1900,30.4,0
15,438,1900,30.39,0
15,438,1900,30.4,0
15,438,1900,30.37,0
15,438,1900,30.41,0
15,438,1900,30.38,0
15,438,1900,30.34,0
15,438,1900,30.4,0
15,438,1900,30.36,0
15,438,1900,30.39,0
15,438,1900,30.37,0
15,438,1900,30.38,0
15,438,1900,30.38,0
15,438,1900,30.37,0
15,438,1900,30.38,0
15,438,1900,30.38,0
15,438,1900,30.33,0
15,438,1900,30.37,0
15,438,1900,30.35,0
15,438,1900,30.39,0
15,438,1900,30.4,0
15,438,1900,30.4,0
15,438,1900,30.37,0
15,438,1900,30.39,0
15,438,1900,30.37,0
15,438,1900,30.41,0
