NoAffS,VL,VC,Time,Result
22,2789,8418,30.37,0
14,8020,23766,30.39,0
19,2789,8418,30.37,0
14,8020,23766,30.39,0
14,8020,23766,30.4,0
22,2789,8418,30.39,0
62,8020,23766,30.35,0
62,8020,23766,30.49,0
22,2789,8418,30.42,0
19,2789,8418,30.36,0
14,8020,23766,30.46,0
14,8020,23766,30.38,0
19,2789,8418,30.4,0
22,2789,8418,30.33,0
14,8020,23766,30.42,0
14,8020,23766,30.45,0
14,8020,23766,30.38,0
19,2789,8418,30.4,0
14,8020,23766,30.36,0
19,2789,8418,30.38,0
22,2789,8418,30.4,0
14,8020,23766,30.38,0
19,2789,8418,30.39,0
14,8020,23766,30.45,0
19,2789,8418,30.45,0
14,8020,23766,30.41,0
14,8020,23766,30.43,0
14,8020,23766,30.38,0
62,8020,23766,30.38,0
14,8020,23766,30.38,0
