NoAffS,VL,VC,Time,Result
22,8020,23766,30.35,0
34,8020,23766,30.37,0
62,8020,23766,30.34,0
34,8020,23766,30.36,0
22,8020,23766,30.37,0
34,8020,23766,30.34,0
22,8020,23766,30.39,0
22,8020,23766,30.39,0
25,2789,8418,30.39,0
25,2789,8418,30.42,0
34,8020,23766,30.37,0
34,8020,23766,30.39,0
34,8020,23766,30.33,0
25,2789,8418,30.42,0
34,8020,23766,30.36,0
34,8020,23766,30.35,0
62,8020,23766,30.44,0
34,8020,23766,30.41,0
25,2789,8418,30.41,0
22,8020,23766,30.37,0
22,8020,23766,30.4,0
34,8020,23766,30.38,0
25,2789,8418,30.38,0
25,2789,8418,30.38,0
22,8020,23766,30.34,0
34,8020,23766,30.4,0
22,8020,23766,30.39,0
25,2789,8418,30.38,0
22,2789,8418,30.4,0
22,8020,23766,30.38,0
