NoAffS,VL,VC,Time,Result
22,8020,23766,30.35,0
23,8020,23766,30.41,0
22,8020,23766,30.36,0
23,8020,23766,30.37,0
62,8020,23766,30.44,0
22,8020,23766,30.36,0
62,8020,23766,30.43,0
23,8020,23766,30.37,0
23,8020,23766,30.41,0
23,8020,23766,30.43,0
23,8020,23766,30.42,0
23,8020,23766,30.37,0
22,8020,23766,30.37,0
23,8020,23766,30.32,0
62,8020,23766,30.42,0
62,8020,23766,30.34,0
23,8020,23766,30.37,0
22,8020,23766,30.36,0
62,8020,23766,30.43,0
23,8020,23766,30.45,0
19,2789,8418,30.41,0
23,8020,23766,30.34,0
23,8020,23766,30.38,0
22,8020,23766,30.41,0
19,2789,8418,30.41,0
62,8020,23766,30.42,0
19,2789,8418,30.46,0
19,2789,8418,30.39,0
23,8020,23766,30.41,0
22,8020,23766,30.42,0
