NoAffS,VL,VC,Time,Result
17,1415,4568,30.39,0
17,1415,4568,30.36,0
17,1415,4568,30.42,0
17,1415,4568,30.39,0
17,1415,4568,30.4,0
17,1415,4568,30.36,0
17,1415,4568,30.41,0
10,1193,3868,30.4,0
17,1415,4568,30.34,0
17,1415,4568,30.39,0
17,1415,4568,30.33,0
10,1193,3868,30.37,0
10,1193,3868,30.36,0
17,1415,4568,30.38,0
17,1415,4568,30.37,0
17,1415,4568,30.39,0
17,1415,4568,30.42,0
10,1193,3868,30.4,0
10,1193,3868,30.4,0
17,1415,4568,30.39,0
17,1415,4568,30.39,0
17,1415,4568,30.38,0
17,1415,4568,30.39,0
17,1415,4568,30.37,0
17,1415,4568,30.37,0
17,1415,4568,30.41,0
17,1415,4568,30.39,0
17,1415,4568,30.38,0
10,1193,3868,30.39,0
17,1415,4568,30.34,0
