NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
7,14,14,1.55,1,,,2
7,14,14,1.56,1,,,2
7,14,14,1.59,1,,,2
7,14,14,1.61,1,,,2
7,14,14,1.62,1,,,2
7,14,14,1.58,1,,,2
7,14,14,1.55,1,,,2
7,14,14,1.61,1,,,2
7,14,14,1.57,1,,,2
7,14,14,1.58,1,,,2
7,14,14,1.61,1,,,2
7,14,14,1.61,1,,,2
7,14,14,1.57,1,,,2
7,14,14,1.59,1,,,2
7,14,14,1.64,1,,,2
7,14,14,1.61,1,,,2
7,14,14,1.59,1,,,2
7,14,14,1.58,1,,,2
7,14,14,1.56,1,,,2
7,14,14,1.66,1,,,2
7,14,14,1.58,1,,,2
7,14,14,1.57,1,,,2
7,14,14,1.59,1,,,2
7,14,14,1.63,1,,,2
7,14,14,1.52,1,,,2
7,14,14,1.59,1,,,2
7,14,14,1.52,1,,,2
7,14,14,1.59,1,,,2
7,14,14,1.57,1,,,2
7,14,14,1.59,1,,,2
