NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
6,59,6,1.75,1,,,1
9,59,6,1.92,1,,,2
9,59,6,1.82,1,,,2
9,59,6,1.86,1,,,2
9,59,6,1.9,1,,,2
9,59,6,1.74,1,,,2
6,59,6,1.77,1,,,1
9,59,6,1.72,1,,,2
9,59,6,1.73,1,,,2
9,59,6,1.81,1,,,2
9,59,6,1.78,1,,,2
6,59,6,1.89,1,,,1
6,59,6,1.66,1,,,1
6,59,6,1.8,1,,,1
9,59,6,1.69,1,,,2
9,59,6,1.77,1,,,2
9,59,6,1.89,1,,,2
9,59,6,1.85,1,,,2
9,59,6,1.84,1,,,2
9,59,6,1.7,1,,,2
9,59,6,1.72,1,,,2
9,59,6,1.84,1,,,2
9,59,6,1.92,1,,,2
9,59,6,1.88,1,,,2
9,59,6,1.81,1,,,2
9,59,6,1.91,1,,,2
9,59,6,1.82,1,,,2
9,59,6,1.74,1,,,2
9,59,6,1.72,1,,,2
9,59,6,1.7,1,,,2
