NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
9,59,6,1.89,1,,,2
9,59,6,1.78,1,,,2
9,59,6,1.83,1,,,2
9,59,6,1.78,1,,,2
6,59,6,1.72,1,,,1
9,59,6,1.81,1,,,2
9,59,6,1.83,1,,,2
9,59,6,1.88,1,,,2
9,59,6,1.81,1,,,2
9,59,6,1.76,1,,,2
9,59,6,1.79,1,,,2
9,59,6,2.03,1,,,2
6,59,6,1.78,1,,,1
9,59,6,1.73,1,,,2
9,59,6,1.78,1,,,2
9,59,6,1.7,1,,,2
6,59,6,1.78,1,,,1
9,59,6,1.85,1,,,2
9,59,6,1.85,1,,,2
9,59,6,1.76,1,,,2
9,59,6,1.72,1,,,2
6,59,6,1.83,1,,,1
9,59,6,2.0,1,,,2
9,59,6,1.9,1,,,2
9,59,6,1.81,1,,,2
9,59,6,1.94,1,,,2
9,59,6,2.14,1,,,2
9,59,6,1.72,1,,,2
9,59,6,1.89,1,,,2
9,59,6,1.86,1,,,2
