NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
9,59,6,1.78,1,,,2
9,59,6,1.67,1,,,2
9,59,6,2.06,1,,,2
9,59,6,1.72,1,,,2
9,59,6,1.66,1,,,2
9,59,6,1.65,1,,,2
9,59,6,1.66,1,,,2
9,59,6,1.61,1,,,2
9,59,6,1.62,1,,,2
9,59,6,1.65,1,,,2
9,59,6,1.7,1,,,2
9,59,6,1.66,1,,,2
9,59,6,1.66,1,,,2
6,59,6,1.99,1,,,1
9,59,6,1.66,1,,,2
9,59,6,1.65,1,,,2
9,59,6,1.68,1,,,2
9,59,6,1.7,1,,,2
9,59,6,1.61,1,,,2
6,59,6,1.67,1,,,1
9,59,6,1.66,1,,,2
9,59,6,1.63,1,,,2
9,59,6,1.66,1,,,2
6,59,6,1.59,1,,,1
9,59,6,1.67,1,,,2
9,59,6,1.92,1,,,2
9,59,6,1.7,1,,,2
9,59,6,1.68,1,,,2
6,59,6,1.65,1,,,1
9,59,6,1.73,1,,,2
