NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
2335,1925,428,895.57,0,,,47,21184,2492,2548.0,0,5321,25202,54.21,0.0,2288,48.68,0.112,0.224,0.152,1357,16475,1977,882.612,255,1141,0.18,68,18,994
786,1105,106,6.56,0,,,30,10221,867,876.0,0,3053,11778,29.2,0.0,756,25.2,0.068,0.129,0.038,316,6373,903,1.538,232,591,0.17,29,14,292
1163,1307,192,16.58,0,,,75,50175,9146,1391.0,0,10847,60293,18.55,0.0,1088,14.51,0.069,0.152,0.068,1120,39066,1989,5.767,269,1257,0.1,25,6,476
996,1116,106,8.76,0,,,48,22933,1499,1140.0,0,7747,26197,23.75,0.0,948,19.75,0.071,0.13,0.038,361,22615,1062,2.259,232,737,0.11,37,17,302
2425,1257,172,19.68,0,,,115,98065,14715,2770.0,0,24870,115301,24.09,0.0,2310,20.09,0.077,0.146,0.061,835,84284,3281,6.613,252,2123,0.09,18,7,453
554,1178,138,9.36,0,,,44,25322,3372,686.0,0,6697,29985,15.59,0.0,510,11.59,0.071,0.137,0.049,853,13650,886,2.662,232,553,0.07,41,14,370
2221,1925,428,895.49,0,,,41,19579,2405,2416.0,0,4724,23381,58.93,0.0,2180,53.17,0.112,0.224,0.152,1343,13859,1977,883.413,255,1357,0.21,70,19,994
554,1178,138,8.88,0,,,44,25322,3372,686.0,0,6697,29985,15.59,0.0,510,11.59,0.071,0.137,0.049,853,13650,886,2.57,232,541,0.07,41,14,370
303,2936,774,895.38,0,,,7,15458,2578,324.0,0,3796,18121,46.29,0.0,296,42.29,0.165,0.342,0.274,5885,1483,228,885.601,217,249,0.04,33,10,1872
2865,1296,170,19.48,0,,,87,67163,5082,3144.0,0,22306,76827,36.14,0.0,2778,31.93,0.097,0.151,0.06,629,60109,2861,6.653,242,2069,0.1,69,30,496
656,1207,148,9.95,0,,,47,24017,3131,797.0,0,6167,28686,16.96,0.0,609,12.96,0.071,0.141,0.052,525,10575,858,2.722,245,647,0.1,42,18,389
731,1213,150,10.31,0,,,53,30030,3862,890.0,0,7619,35816,16.79,0.0,678,12.79,0.071,0.141,0.053,570,14028,827,3.07,232,591,0.07,43,20,395
2335,1925,428,895.34,0,,,47,21184,2492,2548.0,0,5321,25202,54.21,0.0,2288,48.68,0.112,0.224,0.152,1357,16475,1977,882.658,255,1136,0.18,68,18,994
554,1178,138,8.69,0,,,44,25322,3372,686.0,0,6697,29985,15.59,0.0,510,11.59,0.071,0.137,0.049,853,13650,886,2.577,232,547,0.07,41,14,370
710,1212,150,10.01,0,,,53,28133,3654,869.0,0,7158,33559,16.4,0.0,657,12.4,0.071,0.141,0.053,538,13997,808,2.773,232,579,0.07,38,17,394
731,1213,150,10.38,0,,,53,30030,3862,890.0,0,7619,35816,16.79,0.0,678,12.79,0.071,0.141,0.053,570,14028,827,2.955,232,585,0.07,43,20,395
74,1149,122,2.79,0,,,5,2395,299,89.0,0,637,2812,17.8,0.0,69,13.8,0.068,0.134,0.043,441,190,21,0.404,202,35,0.04,28,10,332
